text,topic,stems
"Pennsylvania can lead the way, just like it did many years ago. Very important things happening! https://t.co/uzG29zpBAk",Topic #1,"['pennsylvania', 'lead', 'way', 'like', 'mani', 'year', 'ago', 'import', 'thing', 'happen', 'httpstcouzg29zpbak']"
"“Democrats suffered crushing down-ballot loss across America.” @nytimes. This is true. All statehouses won, and in Washington we did great. So I led this great charge, and I’m the only one that lost? No, it doesn’t work that way. This was a massive fraud, a RIGGED ELECTION!",Topic #1,"['democrat', 'suffer', 'crush', 'downballot', 'loss', 'across', 'america', 'nytim', 'true', 'statehous', 'washington', 'great', 'led', 'great', 'charg', 'im', 'one', 'lost', 'doesnt', 'work', 'way', 'massiv', 'fraud', 'rig', 'elect']"
GREAT NEWS! Is Fake News @60Minutes watching this? https://t.co/v9T2MUmGss,Topic #1,"['great', 'news', 'fake', 'news', '60minut', 'watch', 'httpstcov9t2mumgss']"
Get well soon! https://t.co/B0seiO84ld,Topic #2,"['get', 'well', 'soon', 'httpstcob0seio84ld']"
".@60Minutes never asked us for a comment about their ridiculous, one sided story on election security, which is an international joke. Our 2020 Election, from poorly rated Dominion to a Country FLOODED with unaccounted for Mail-In ballots, was probably our least secure EVER!",Topic #1,"['60minut', 'never', 'ask', 'us', 'comment', 'ridicul', 'one', 'side', 'stori', 'elect', 'secur', 'intern', 'joke', '2020', 'elect', 'poorli', 'rate', 'dominion', 'countri', 'flood', 'unaccount', 'mailin', 'ballot', 'probabl', 'least', 'secur', 'ever']"
"We have some big things happening in our various litigations on the Election Hoax. Everybody knows it was Rigged. They know Biden didn’t get more votes from the Black community than Obama, &amp; certainly didn’t get 80,000,000 votes. Look what happened in Detroit, Philadelphia, plus!",Topic #1,"['big', 'thing', 'happen', 'variou', 'litig', 'elect', 'hoax', 'everybodi', 'know', 'rig', 'know', 'biden', 'didnt', 'get', 'vote', 'black', 'commun', 'obama', 'amp', 'certainli', 'didnt', 'get', '80000000', 'vote', 'look', 'happen', 'detroit', 'philadelphia', 'plu']"
https://t.co/eBx76i3wfD,Topic #1,['httpstcoebx76i3wfd']
https://t.co/qqm2zlwsXO,Topic #2,['httpstcoqqm2zlwsxo']
https://t.co/I5iE77OeXS,Topic #1,['httpstcoi5ie77oex']
https://t.co/12jTDVX7ud,Topic #1,['httpstco12jtdvx7ud']
Will be doing an interview with @MariaBartiromo at 10:00 A.M. on @FoxNews. Enjoy!,Topic #1,"['interview', 'mariabartiromo', '1000', 'foxnew', 'enjoy']"
https://t.co/3U58KQw3I6,Topic #1,['httpstco3u58kqw3i6']
"The number of ballots that our Campaign is challenging in the Pennsylvania case is FAR LARGER than the 81,000 vote margin. It’s not even close. Fraud and illegality ARE a big part of the case. Documents being completed. We will appeal!",Topic #1,"['number', 'ballot', 'campaign', 'challeng', 'pennsylvania', 'case', 'far', 'larger', '81000', 'vote', 'margin', 'even', 'close', 'fraud', 'illeg', 'big', 'part', 'case', 'document', 'complet', 'appeal']"
"Specific allegations were made, and we have massive proof, in the Pennsylvania case. Some people just don’t want to see it. They want nothing to do with saving our Country. Sad!!!",Topic #1,"['specif', 'alleg', 'made', 'massiv', 'proof', 'pennsylvania', 'case', 'peopl', 'dont', 'want', 'see', 'want', 'noth', 'save', 'countri', 'sad']"
"The Wisconsin recount is not about finding mistakes in the count, it is about finding people who have voted illegally, and that case will be brought after the recount is over, on Monday or Tuesday. We have found many illegal votes. Stay tuned!",Topic #1,"['wisconsin', 'recount', 'find', 'mistak', 'count', 'find', 'peopl', 'vote', 'illeg', 'case', 'brought', 'recount', 'monday', 'tuesday', 'found', 'mani', 'illeg', 'vote', 'stay', 'tune']"
".@FoxNews daytime is virtually unwatchable, especially during the weekends. Watch @OANN, @newsmax, or almost anything else. You won’t have to suffer through endless interviews with Democrats, and even worse!",Topic #1,"['foxnew', 'daytim', 'virtual', 'unwatch', 'especi', 'weekend', 'watch', 'oann', 'newsmax', 'almost', 'anyth', 'els', 'wont', 'suffer', 'endless', 'interview', 'democrat', 'even', 'wors']"
Alan Dershowitz: Trump was ‘Absolutely Right‘ to Pardon Michael Flynn https://t.co/nMGOgOM9PP via @BreitbartNews,Topic #2,"['alan', 'dershowitz', 'trump', 'absolut', 'right', 'pardon', 'michael', 'flynn', 'httpstconmgogom9pp', 'via', 'breitbartnew']"
So much credit to all of the brave men and women in state houses who are defending our great Constitution. Thank you!,Topic #2,"['much', 'credit', 'brave', 'men', 'women', 'state', 'hous', 'defend', 'great', 'constitut', 'thank']"
"The 1,126,940 votes were created out of thin air. I won Pennsylvania by a lot, perhaps more than anyone will ever know. The Pennsylvania votes were RIGGED. All other swing states also. The world is watching! https://t.co/zmnk34Ny23",Topic #1,"['1126940', 'vote', 'creat', 'thin', 'air', 'pennsylvania', 'lot', 'perhap', 'anyon', 'ever', 'know', 'pennsylvania', 'vote', 'rig', 'swing', 'state', 'also', 'world', 'watch', 'httpstcozmnk34ny23']"
https://t.co/NPQ2vJzb8c,Topic #2,['httpstconpq2vjzb8c']
Rudy Giuliani will be on Greg Kelly Reports. 7:15 P.M. @newsmax,Topic #2,"['rudi', 'giuliani', 'greg', 'kelli', 'report', '715', 'pm', 'newsmax']"
The restaurant business is being absolutely decimated. Congress should step up and help. Time is of the essence!,Topic #2,"['restaur', 'busi', 'absolut', 'decim', 'congress', 'step', 'help', 'time', 'essenc']"
"Biden did poorly in big cities (Politico), except those of Detroit (more votes than people!), Philadelphia, Atlanta and Milwaukee, which he had to win. Not surprisingly, they are all located in the most important swing states, and are long known for being politically corrupt!",Topic #1,"['biden', 'poorli', 'big', 'citi', 'politico', 'except', 'detroit', 'vote', 'peopl', 'philadelphia', 'atlanta', 'milwauke', 'win', 'surprisingli', 'locat', 'import', 'swing', 'state', 'long', 'known', 'polit', 'corrupt']"
https://t.co/krPhg9V5oi,Topic #2,['httpstcokrphg9v5oi']
"Biden can only enter the White House as President if he can prove that his ridiculous “80,000,000 votes” were not fraudulently or illegally obtained. When you see what happened in Detroit, Atlanta, Philadelphia &amp; Milwaukee, massive voter fraud, he’s got a big unsolvable problem!",Topic #1,"['biden', 'enter', 'white', 'hous', 'presid', 'prove', 'ridicul', '80000000', 'vote', 'fraudul', 'illeg', 'obtain', 'see', 'happen', 'detroit', 'atlanta', 'philadelphia', 'amp', 'milwauke', 'massiv', 'voter', 'fraud', 'he', 'got', 'big', 'unsolv', 'problem']"
"Big Tech and the Fake News Media have partnered to Suppress. Freedom of the Press is gone, a thing of the past. That’s why they refuse to report the real facts and figures of the 2020 Election or even, where’s Hunter! https://t.co/8lRglItLJt",Topic #1,"['big', 'tech', 'fake', 'news', 'media', 'partner', 'suppress', 'freedom', 'press', 'gone', 'thing', 'past', 'that', 'refus', 'report', 'real', 'fact', 'figur', '2020', 'elect', 'even', 'where', 'hunter', 'httpstco8lrglitljt']"
So much truth! https://t.co/KGBQDEPEkV,Topic #1,"['much', 'truth', 'httpstcokgbqdepekv']"
All newly rebuilt military! https://t.co/EFwUReJgcD,Topic #2,"['newli', 'rebuilt', 'militari', 'httpstcoefwurejgcd']"
Yesterday’s news conference being broadcast in full now on @Newsmax. Enjoy!,Topic #2,"['yesterday', 'news', 'confer', 'broadcast', 'full', 'newsmax', 'enjoy']"
"No, the 2020 Election was a total scam, we won by a lot (and will hopefully turn over the fraudulent result), but we must get out and help David and Kelly, two GREAT people. Otherwise we are playing right into the hands of some very sick people. I will be in Georgia on Saturday! https://t.co/1ziqFq9S6O",Topic #1,"['2020', 'elect', 'total', 'scam', 'lot', 'hope', 'turn', 'fraudul', 'result', 'must', 'get', 'help', 'david', 'kelli', 'two', 'great', 'peopl', 'otherwis', 'play', 'right', 'hand', 'sick', 'peopl', 'georgia', 'saturday', 'httpstco1ziqfq9s6o']"
https://t.co/wYYTUuM5ih,Topic #2,['httpstcowyytuum5ih']
"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!",Topic #1,"['wow', 'twitter', 'ban', 'highli', 'respect', 'pennsylvania', 'state', 'senat', 'doug', 'mastriano', 'great', 'job', 'lead', 'hear', '2020', 'elect', 'fraud', 'fake', 'news', 'work', 'togeth', 'want', 'silenc', 'truth', 'cant', 'let', 'happen', 'communist', 'countri']"
"BIG NEWS: Pennsylvania Poll Watcher: USB Drives uploaded to machines, gave Biden thousands of votes. Says 47 USB Drives are now missing. EVERY UPLOAD GAVE BIDEN 50,000 VOTES. @OANN",Topic #1,"['big', 'news', 'pennsylvania', 'poll', 'watcher', 'usb', 'drive', 'upload', 'machin', 'gave', 'biden', 'thousand', 'vote', 'say', '47', 'usb', 'drive', 'miss', 'everi', 'upload', 'gave', 'biden', '50000', 'vote', 'oann']"
“President Trump nominates record number of Federal Judges.” @OANN,Topic #1,"['presid', 'trump', 'nomin', 'record', 'number', 'feder', 'judg', 'oann']"
"REPORT: Biden’s Thanksgiving Day Address gets just 1000 views online, a record low. Observers say a candidate with “80,000,000” votes would get many more online viewers. Numbers don’t lie, or add up! @OANN",Topic #1,"['report', 'biden', 'thanksgiv', 'day', 'address', 'get', '1000', 'view', 'onlin', 'record', 'low', 'observ', 'say', 'candid', '80000000', 'vote', 'would', 'get', 'mani', 'onlin', 'viewer', 'number', 'dont', 'lie', 'add', 'oann']"
"For purposes of National Security, Section 230 must be immediately terminated!!!",Topic #3,"['purpos', 'nation', 'secur', 'section', '230', 'must', 'immedi', 'termin']"
"Twitter is sending out totally false “Trends” that have absolutely nothing to do with what is really trending in the world. They make it up, and only negative “stuff”. Same thing will happen to Twitter as is happening to @FoxNews daytime. Also, big Conservative discrimination!",Topic #1,"['twitter', 'send', 'total', 'fals', 'trend', 'absolut', 'noth', 'realli', 'trend', 'world', 'make', 'neg', 'stuff', 'thing', 'happen', 'twitter', 'happen', 'foxnew', 'daytim', 'also', 'big', 'conserv', 'discrimin']"
"I gave a long news conference today after wishing the military a Happy Thanksgiving, &amp; realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!",Topic #1,"['gave', 'long', 'news', 'confer', 'today', 'wish', 'militari', 'happi', 'thanksgiv', 'amp', 'realiz', 'fake', 'news', 'media', 'coordin', 'real', 'messag', 'confer', 'never', 'get', 'primari', 'point', 'made', '2020', 'elect', 'rig']"
"A must read. Impossible for Biden to have overcome these, and even greater, odds! https://t.co/cmYFY0va6p",Topic #1,"['must', 'read', 'imposs', 'biden', 'overcom', 'even', 'greater', 'odd', 'httpstcocmyfy0va6p']"
https://t.co/Yxc9Lom3As,Topic #2,['httpstcoyxc9lom3a']
A brilliant woman of courage! https://t.co/2hFos1Uwen,Topic #2,"['brilliant', 'woman', 'courag', 'httpstco2hfos1uwen']"
So much TRUTH! https://t.co/zdVj5Dnwnb,Topic #2,"['much', 'truth', 'httpstcozdvj5dnwnb']"
"Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!! https://t.co/rm0ygRnW3S",Topic #1,"['go', 'much', 'weekend', 'daytim', 'even', 'wors', 'dead', 'still', 'dont', 'get', 'fantast', 'altern', 'lategreat', 'roger', 'ail', 'serious', 'miss', 'still', 'legal', 'vote', 'lot', 'httpstcorm0ygrnw3']"
"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand! https://t.co/N28yIoRsm5",Topic #1,"['total', 'fraud', 'statehous', 'republican', 'proud', 'strong', 'honest', 'never', 'let', 'travesti', 'stand', 'httpstcon28yiorsm5']"
No thanks! https://t.co/IYQSotnMG9,Topic #2,"['thank', 'httpstcoiyqsotnmg9']"
HAPPY THANKSGIVING! https://t.co/56e8Qy7O22,Topic #2,"['happi', 'thanksgiv', 'httpstco56e8qy7o22']"
"Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION.",Topic #1,"['saw', 'vote', 'tabul', 'way', 'biden', 'got', '80000000', 'vote', '100', 'rig', 'elect']"
https://t.co/qr4Q8U76ds,Topic #2,['httpstcoqr4q8u76d']
Have a great life General Flynn! https://t.co/Qj21mnMP0k,Topic #2,"['great', 'life', 'gener', 'flynn', 'httpstcoqj21mnmp0k']"
Great people. Tonight! https://t.co/sfLkaRu1Y5,Topic #2,"['great', 'peopl', 'tonight', 'httpstcosflkaru1y5']"
Great job Mark! https://t.co/3yc02yFnGV,Topic #2,"['great', 'job', 'mark', 'httpstco3yc02yfngv']"
"This Election was RIGGED, but we will WIN! https://t.co/luS6SnFscx",Topic #1,"['elect', 'rig', 'win', 'httpstcolus6snfscx']"
Corrupt Election! https://t.co/MxNjfCEtKP,Topic #1,"['corrupt', 'elect', 'httpstcomxnjfcetkp']"
Big news! https://t.co/A7t5YMNeYU,Topic #1,"['big', 'news', 'httpstcoa7t5ymneyu']"
https://t.co/FJ6UcmXq5G,Topic #2,['httpstcofj6ucmxq5g']
https://t.co/FJ6UcmXq5G?,Topic #2,['httpstcofj6ucmxq5g']
“Data group exposes wide spread Mail-In Ballot Fraud.” @ChanelRion  @OANN,Topic #1,"['data', 'group', 'expos', 'wide', 'spread', 'mailin', 'ballot', 'fraud', 'chanelrion', 'oann']"
"It is my Great Honor to announce that General Michael T. Flynn has been granted a Full Pardon. Congratulations to @GenFlynn and his wonderful family, I know you will now have a truly fantastic Thanksgiving!",Topic #2,"['great', 'honor', 'announc', 'gener', 'michael', 'flynn', 'grant', 'full', 'pardon', 'congratul', 'genflynn', 'wonder', 'famili', 'know', 'truli', 'fantast', 'thanksgiv']"
https://t.co/axJSsyVFJw https://t.co/eazLIxTAIz,Topic #2,"['httpstcoaxjssyvfjw', 'httpstcoeazlixtaiz']"
I will be speaking before a very important Pennsylvania State Senate hearing which is in process now. Talking about the massive voter fraud which took place in the 2020 Election!,Topic #1,"['speak', 'import', 'pennsylvania', 'state', 'senat', 'hear', 'process', 'talk', 'massiv', 'voter', 'fraud', 'took', 'place', '2020', 'elect']"
Rudy Giuliani is right now on @OANN!,Topic #1,"['rudi', 'giuliani', 'right', 'oann']"
RIGGED ELECTION!,Topic #1,"['rig', 'elect']"
"The “losers &amp; suckers” statement on dead military heroes has been proven to be a total fabrication and lie. IT WAS NEVER MADE! The “anonymous” fabricator, who is a major sleaze, went forward with the lie despite 25 strong witnesses to the contrary. Welcome to the roaring 20’s!",Topic #3,"['loser', 'amp', 'sucker', 'statement', 'dead', 'militari', 'hero', 'proven', 'total', 'fabric', 'lie', 'never', 'made', 'anonym', 'fabric', 'major', 'sleaz', 'went', 'forward', 'lie', 'despit', '25', 'strong', 'wit', 'contrari', 'welcom', 'roar', '20']"
But 2020 is a long way from over! https://t.co/usdkMvGMhK,Topic #1,"['2020', 'long', 'way', 'httpstcousdkmvgmhk']"
"Marc Morano, https://t.co/Cr5nLeebPy  “Perhaps President Trump’s greatest accomplishment is United States Energy Dominance.”",Topic #2,"['marc', 'morano', 'httpstcocr5nleebpi', 'perhap', 'presid', 'trump', 'greatest', 'accomplish', 'unit', 'state', 'energi', 'domin']"
https://t.co/fps08npGqJ https://t.co/e7giu2jEG1,Topic #2,"['httpstcofps08npgqj', 'httpstcoe7giu2jeg1']"
"Should President Trump concede to Biden? Poll Results: No: 190,593  (98.9%) Yes: 2,181  (1.1%) Total Votes: 192,774. @gregkellyusa @newsmax For the good of our Country we must prevail!",Topic #1,"['presid', 'trump', 'conced', 'biden', 'poll', 'result', '190593', '989', 'ye', '2181', '11', 'total', 'vote', '192774', 'gregkellyusa', 'newsmax', 'good', 'countri', 'must', 'prevail']"
Great job @DrPaulGosar. Thanks!,Topic #2,"['great', 'job', 'drpaulgosar', 'thank']"
https://t.co/8nQIlSWart,Topic #1,['httpstco8nqilswart']
...This could also be very helpful to @SenDavidPerdue and @SenatorLoeffler. Why is he afraid of Stacey Abrams? We don’t need the ballots — we only need the signed envelopes!,Topic #1,"['could', 'also', 'help', 'sendavidperdu', 'senatorloeffl', 'afraid', 'stacey', 'abram', 'dont', 'need', 'ballot', 'need', 'sign', 'envelop']"
"Why isn’t the @GASecofState Brad Raffensperger, a so-called Republican, allowing us to look at signatures on envelopes for verification? We will find tens of thousands of fraudulent and illegal votes...",Topic #1,"['isnt', 'gasecofst', 'brad', 'raffensperg', 'socal', 'republican', 'allow', 'us', 'look', 'signatur', 'envelop', 'verif', 'find', 'ten', 'thousand', 'fraudul', 'illeg', 'vote']"
AMERICA FIRST!!!,Topic #1,"['america', 'first']"
"On behalf of the entire Trump Family, I want to wish every American a Healthy and Happy Thanksgiving! Today we gathered in the Rose Garden to continue a beloved annual tradition: the Official Presidential Pardon of a very fortunate Thanksgiving Turkey.... https://t.co/O92pWUKrBv",Topic #2,"['behalf', 'entir', 'trump', 'famili', 'want', 'wish', 'everi', 'american', 'healthi', 'happi', 'thanksgiv', 'today', 'gather', 'rose', 'garden', 'continu', 'belov', 'annual', 'tradit', 'offici', 'presidenti', 'pardon', 'fortun', 'thanksgiv', 'turkey', 'httpstcoo92pwukrbv']"
